"time","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","c_jail_in","c_jail_out"
"4625",33,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,"2014-11-17 04:50:16","2014-11-17 08:30:15"
"4626",25,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,"2013-12-25 01:14:05","2013-12-26 01:09:50"
"4627",52,"F","Hispanic","Greater than 45","Medium","Male",10,0,6,0,"2013-03-20 02:15:51","2013-08-16 04:04:46"
"4628",51,"F","Caucasian","Greater than 45","Low","Male",6,0,3,1,"2014-10-31 03:07:12","2014-11-02 09:34:32"
"4629",29,"F","Caucasian","25 - 45","Medium","Male",2,-1,6,0,"2014-06-24 07:16:48","2014-08-07 06:53:55"
"4630",24,"F","African-American","Less than 25","High","Male",8,-1,8,1,"2014-10-26 10:28:28","2015-05-29 07:52:57"
"4631",32,"F","Caucasian","25 - 45","Low","Male",0,-1,2,1,"2014-04-29 07:01:50","2014-04-30 01:40:29"
"4632",39,"F","African-American","25 - 45","Low","Female",1,-15,4,0,"2014-06-05 03:30:49","2014-06-19 05:21:00"
"4633",43,"F","African-American","25 - 45","Medium","Male",8,-1,7,1,"2013-04-19 08:41:22","2014-04-03 06:23:19"
"4634",45,"M","African-American","Greater than 45","Medium","Male",20,-1,7,1,"2013-02-04 07:35:17","2013-03-23 05:13:19"
"4635",42,"M","African-American","25 - 45","Medium","Male",10,-1,5,1,"2014-05-26 11:28:58","2014-05-27 08:41:35"
"4636",22,"F","African-American","Less than 25","Medium","Male",1,-1,7,1,"2014-10-13 05:23:51","2014-10-19 09:32:41"
"4637",49,"F","African-American","Greater than 45","Low","Male",4,-26,4,0,"2013-09-20 05:43:27","2013-09-21 09:04:42"
"4638",42,"F","African-American","25 - 45","Low","Male",0,-3,1,1,"2014-12-17 10:52:56","2015-01-20 09:05:50"
"4639",40,"M","Caucasian","25 - 45","High","Male",0,-1,8,1,"2014-11-19 03:55:33","2014-12-19 01:16:35"
"4640",40,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2014-11-01 05:15:30","2014-11-02 04:43:46"
"4641",25,"F","African-American","25 - 45","Medium","Male",2,-1,7,1,"2013-02-11 11:27:29","2013-02-12 08:21:51"
"4642",25,"M","Caucasian","25 - 45","Medium","Male",0,-1,5,1,"2013-12-27 01:59:31","2013-12-29 07:34:01"
"4643",23,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,"2013-03-18 09:03:00","2013-03-20 10:13:45"
"4644",21,"F","Caucasian","Less than 25","Medium","Male",2,-1,7,1,"2014-05-10 08:15:07","2014-05-11 08:23:26"
"4645",31,"M","Caucasian","25 - 45","Medium","Male",3,0,5,0,"2014-01-21 01:48:08","2014-01-21 08:50:46"
"4646",37,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,"2014-11-19 02:48:00","2014-11-20 01:47:55"
"4647",36,"M","African-American","25 - 45","Low","Female",1,-4,2,0,"2014-05-23 08:19:52","2014-05-24 08:06:46"
"4648",28,"M","African-American","25 - 45","Low","Female",0,0,2,0,"2013-12-19 03:23:34","2013-12-20 02:03:00"
"4649",24,"F","African-American","Less than 25","High","Male",11,-1,9,1,"2013-09-23 06:45:45","2013-11-13 09:53:08"
"4650",45,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2013-03-04 04:31:18","2013-04-10 05:02:33"
"4651",23,"M","African-American","Less than 25","Low","Male",2,-1,4,1,"2014-07-11 01:42:55","2014-07-12 08:01:56"
"4652",39,"F","African-American","25 - 45","High","Male",7,0,8,1,"2013-03-31 02:37:57","2013-03-31 06:29:12"
"4653",25,"M","African-American","25 - 45","Low","Male",2,0,2,0,"2014-11-21 03:13:04","2014-11-21 08:46:00"
"4654",24,"F","African-American","Less than 25","Low","Male",1,-1,2,0,"2014-01-02 08:32:23","2014-01-03 01:34:37"
"4655",46,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,"2013-06-06 02:04:55","2013-06-07 04:35:36"
"4656",47,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,"2013-01-10 04:27:00","2013-01-12 05:11:50"
"4657",22,"M","African-American","Less than 25","Low","Male",1,-1,4,1,"2013-05-09 05:58:20","2013-05-10 05:00:29"
"4658",34,"M","Caucasian","25 - 45","Low","Female",0,-2,2,0,"2013-08-18 04:06:40","2013-08-19 06:27:43"
"4659",33,"M","Caucasian","25 - 45","Low","Male",0,0,1,1,"2013-01-18 06:35:53","2013-01-18 08:55:39"
"4660",35,"F","African-American","25 - 45","Low","Male",7,-1,4,0,"2013-02-11 11:50:16","2013-02-17 05:08:58"
"4661",29,"F","African-American","25 - 45","High","Male",16,-1,10,1,"2013-11-08 08:55:04","2013-11-09 02:08:17"
"4662",38,"F","Hispanic","25 - 45","Low","Female",1,0,1,0,"2014-12-03 12:03:03","2014-12-03 07:25:37"
"4663",26,"F","African-American","25 - 45","Medium","Male",3,-1,5,0,"2014-05-19 08:23:39","2014-05-20 08:15:02"
"4664",34,"M","Hispanic","25 - 45","Low","Male",3,-6,2,0,"2013-07-17 03:59:03","2013-07-22 09:39:53"
"4665",29,"M","African-American","25 - 45","Medium","Male",0,0,6,0,"2013-04-13 07:45:58","2013-04-14 07:39:52"
"4666",25,"M","Caucasian","25 - 45","Low","Female",2,-1,3,1,"2014-08-06 12:07:31","2014-08-07 08:49:26"
"4667",34,"F","Caucasian","25 - 45","Medium","Male",16,-1,6,1,"2014-01-11 07:02:16","2014-01-12 08:16:38"
"4668",55,"F","African-American","Greater than 45","Low","Female",1,-1,1,0,"2013-04-18 08:53:43","2013-04-19 07:50:03"
"4669",27,"F","African-American","25 - 45","Low","Male",0,-1,4,1,"2013-10-19 10:42:59","2013-10-20 07:54:16"
"4670",26,"M","African-American","25 - 45","Low","Male",0,-1,3,0,"2013-02-22 06:44:05","2013-02-23 08:31:02"
"4671",20,"F","Caucasian","Less than 25","High","Male",3,-1,9,0,"2013-10-06 02:11:32","2013-12-13 11:02:59"
"4672",39,"F","African-American","25 - 45","High","Male",19,-1,9,1,"2013-04-20 06:19:47","2013-10-17 05:09:38"
"4673",24,"F","African-American","Less than 25","Medium","Male",1,0,7,0,"2014-01-11 04:54:38","2014-01-11 07:57:07"
"4674",29,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,"2013-02-16 04:44:47","2013-02-17 01:53:27"
"4675",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2014-11-06 10:36:30","2014-11-10 10:34:40"
"4676",51,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,"2014-09-10 05:41:55","2014-09-11 01:50:12"
"4677",50,"F","African-American","Greater than 45","Low","Male",13,0,1,1,"2013-02-09 05:51:11","2013-10-10 04:40:44"
"4678",25,"F","Hispanic","25 - 45","Medium","Male",2,-1,5,1,"2014-04-30 12:25:57","2014-05-01 09:58:50"
"4679",31,"F","African-American","25 - 45","Medium","Male",4,-12,5,1,"2014-06-25 08:30:12","2014-06-27 08:56:53"
"4680",31,"M","Other","25 - 45","Low","Male",0,-1,2,0,"2013-07-24 02:09:40","2013-07-24 07:18:14"
"4681",26,"F","Caucasian","25 - 45","Medium","Male",2,-1,6,1,"2013-01-29 07:52:58","2013-01-30 01:21:46"
"4682",44,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2014-08-05 11:40:27","2014-08-07 11:11:52"
"4683",54,"F","Caucasian","Greater than 45","Low","Male",2,0,2,0,"2013-09-15 01:38:34","2013-12-21 04:45:56"
"4684",50,"F","African-American","Greater than 45","Low","Male",5,-1,4,0,"2014-11-14 12:11:15","2014-11-15 04:57:13"
"4685",33,"F","African-American","25 - 45","High","Male",14,-1,8,1,"2014-01-18 09:19:00","2014-01-19 08:18:53"
"4686",43,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2014-05-19 03:09:31","2014-07-25 05:53:27"
"4687",22,"M","African-American","Less than 25","Low","Male",0,-1,4,1,"2014-04-24 06:44:51","2014-04-25 01:46:53"
"4688",35,"F","African-American","25 - 45","High","Male",8,0,9,1,"2013-03-02 02:57:33","2013-10-27 05:59:54"
"4689",30,"F","Other","25 - 45","Medium","Female",4,-27,7,1,"2013-04-26 10:29:09","2013-04-28 05:17:29"
"4690",34,"F","Caucasian","25 - 45","Low","Female",1,-2,4,0,"2014-10-18 10:30:27","2014-10-20 01:22:13"
"4691",25,"F","African-American","25 - 45","Low","Male",0,-1,2,0,"2014-03-25 06:30:51","2014-03-26 01:51:19"
"4692",25,"F","African-American","25 - 45","Medium","Male",0,0,5,0,"2013-02-06 03:18:44","2013-02-06 07:56:34"
"4693",44,"F","African-American","25 - 45","Low","Male",0,-1,2,1,"2014-12-02 05:39:53","2014-12-03 01:17:00"
"4694",29,"F","Caucasian","25 - 45","Medium","Female",2,-1,7,1,"2013-11-01 07:45:26","2013-11-10 04:38:57"
"4695",46,"F","Caucasian","Greater than 45","Low","Male",2,-23,3,1,"2014-02-04 04:00:05","2014-02-06 09:39:16"
"4696",53,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2013-11-04 02:03:04","2013-11-08 09:12:49"
"4697",24,"F","African-American","Less than 25","Medium","Male",2,-1,7,1,"2014-03-14 11:06:46","2014-03-16 09:20:43"
"4698",27,"M","Hispanic","25 - 45","Low","Male",0,0,2,0,"2014-06-23 02:47:01","2014-06-23 08:16:09"
"4699",52,"F","African-American","Greater than 45","Low","Female",2,-1,1,1,"2013-11-02 07:17:29","2013-11-03 09:09:20"
"4700",27,"M","African-American","25 - 45","Low","Male",0,-1,2,1,"2014-11-04 06:55:19","2014-11-05 01:21:26"
"4701",41,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2013-11-02 04:53:44","2013-11-03 12:58:20"
"4702",21,"F","African-American","Less than 25","Medium","Female",0,-2,5,1,"2013-07-13 04:16:12","2013-07-14 02:08:39"
"4703",23,"M","African-American","Less than 25","High","Male",6,-1,8,0,"2014-09-24 06:03:26","2014-09-26 02:49:18"
"4704",42,"F","African-American","25 - 45","Low","Male",4,-1,1,0,"2014-11-28 01:45:17","2014-12-10 11:18:18"
"4705",24,"F","Caucasian","Less than 25","Low","Male",1,0,4,0,"2013-09-27 04:19:07","2013-09-27 08:59:08"
"4706",62,"F","Caucasian","Greater than 45","Low","Male",6,-1,2,0,"2014-04-09 08:05:21","2014-05-01 05:40:36"
"4707",23,"M","Caucasian","Less than 25","Low","Male",0,-1,2,0,"2013-12-25 01:48:57","2013-12-26 01:13:22"
"4708",42,"F","African-American","25 - 45","Low","Male",0,-1,1,0,"2013-05-22 01:03:43","2013-05-23 04:44:30"
"4709",24,"F","African-American","Less than 25","High","Male",5,-1,8,1,"2014-03-20 06:41:36","2014-03-21 11:27:47"
"4710",29,"F","African-American","25 - 45","Medium","Female",1,-1,6,0,"2014-05-05 05:20:00","2014-05-20 05:28:02"
"4711",26,"F","African-American","25 - 45","High","Male",4,-1,8,1,"2014-09-05 08:38:46","2014-09-06 07:27:15"
"4712",50,"F","Caucasian","Greater than 45","Low","Male",9,-1,3,1,"2013-04-11 07:29:18","2014-06-10 06:16:41"
"4713",32,"M","African-American","25 - 45","Medium","Female",3,-1,6,0,"2014-03-08 08:03:14","2014-03-09 12:18:14"
"4714",40,"F","African-American","25 - 45","High","Male",13,-1,9,0,"2013-09-24 07:30:04","2013-09-25 08:13:07"
"4715",42,"F","Caucasian","25 - 45","Low","Male",4,-1,4,0,"2014-11-06 04:03:22","2014-11-27 08:23:47"
"4716",56,"F","African-American","Greater than 45","Medium","Male",18,-4,6,0,"2014-10-16 11:43:52","2014-12-31 12:53:09"
"4717",39,"M","African-American","25 - 45","Medium","Male",6,-1,6,0,"2014-12-13 02:31:48","2014-12-14 01:36:43"
"4718",52,"M","Caucasian","Greater than 45","Low","Male",4,-1,2,0,"2014-10-18 09:57:22","2014-11-24 10:38:21"
"4719",27,"F","African-American","25 - 45","Low","Male",2,0,3,0,"2013-03-28 01:22:58","2013-03-28 08:31:54"
"4720",23,"F","Caucasian","Less than 25","High","Male",0,-1,9,1,"2013-12-01 11:49:20","2013-12-02 09:10:03"
"4721",37,"M","African-American","25 - 45","High","Male",22,-1,9,1,"2014-10-16 09:28:47","2014-10-18 03:05:15"
"4722",32,"M","African-American","25 - 45","Low","Male",1,-1,4,1,"2013-04-06 05:35:58","2013-04-10 05:02:49"
"4723",52,"M","Caucasian","Greater than 45","Low","Male",4,-1,3,1,"2013-03-23 08:58:45","2013-03-25 01:25:28"
"4724",52,"F","African-American","Greater than 45","Low","Female",1,-1,1,0,"2014-07-12 07:07:33","2014-09-16 09:13:51"
"4725",29,"F","Caucasian","25 - 45","Low","Male",2,-1,2,0,"2013-08-18 08:19:55","2013-08-22 03:45:12"
"4726",63,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2014-07-31 04:39:07","2014-08-22 11:34:21"
"4727",49,"M","African-American","Greater than 45","Low","Male",0,0,1,0,"2013-01-03 02:58:10","2013-01-03 07:35:13"
"4728",20,"F","African-American","Less than 25","Low","Male",0,-1,3,0,"2014-10-15 11:13:32","2014-10-16 02:20:01"
"4729",50,"F","Caucasian","Greater than 45","Low","Male",0,-2,1,0,"2014-02-02 05:06:04","2014-02-04 12:04:14"
"4730",26,"F","Caucasian","25 - 45","Low","Male",2,0,2,1,"2013-10-23 12:29:56","2013-10-23 08:21:02"
"4731",34,"F","Caucasian","25 - 45","High","Female",0,-1,8,1,"2014-12-30 04:58:29","2015-01-30 10:55:23"
"4732",28,"F","Caucasian","25 - 45","Medium","Female",1,-1,7,1,"2013-02-01 10:36:23","2013-02-11 06:46:31"
"4733",30,"F","African-American","25 - 45","Low","Male",0,0,3,1,"2013-03-12 02:19:58","2013-03-12 06:58:41"
"4734",24,"F","African-American","Less than 25","Low","Male",3,-1,4,1,"2014-02-18 04:57:30","2014-02-20 02:25:00"
"4735",44,"M","African-American","25 - 45","Medium","Male",0,-1,6,0,"2014-08-17 07:14:59","2014-08-18 07:38:53"
"4736",25,"M","African-American","25 - 45","Low","Male",0,0,2,1,"2014-12-10 01:56:11","2014-12-10 08:00:57"
"4737",25,"M","African-American","25 - 45","Low","Male",4,-1,3,1,"2014-11-18 07:32:19","2014-11-27 08:30:00"
"4738",45,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,"2013-02-24 11:48:29","2013-02-25 06:52:51"
"4739",53,"F","Hispanic","Greater than 45","Medium","Male",1,-29,5,0,"2014-03-04 09:20:29","2014-03-05 01:49:36"
"4740",26,"F","Caucasian","25 - 45","Medium","Male",1,-1,7,1,"2014-03-17 01:03:27","2014-03-20 01:49:06"
"4741",37,"F","Other","25 - 45","Low","Male",2,-1,1,0,"2013-03-17 11:28:06","2013-04-15 11:25:52"
"4742",71,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2014-10-21 01:55:44","2014-10-21 08:11:12"
"4743",24,"M","Hispanic","Less than 25","Low","Male",0,-1,2,0,"2014-03-21 09:50:03","2014-03-23 09:11:20"
"4744",40,"M","Caucasian","25 - 45","Low","Male",2,-1,1,0,"2013-03-22 11:22:26","2013-03-24 05:59:53"
"4745",33,"F","Hispanic","25 - 45","Low","Female",0,-2,2,0,"2013-06-02 04:46:03","2013-06-03 02:11:03"
"4746",53,"F","Hispanic","Greater than 45","Low","Male",18,0,2,0,"2013-09-06 03:05:03","2013-09-07 05:14:11"
"4747",55,"M","Hispanic","Greater than 45","Low","Male",0,-7,1,0,"2014-03-19 11:32:30","2014-03-25 06:06:45"
"4748",34,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2014-12-30 08:44:26","2014-12-31 06:51:22"
"4749",30,"F","Other","25 - 45","High","Male",6,-1,9,1,"2013-10-24 07:05:58","2013-11-11 02:16:33"
"4750",21,"F","African-American","Less than 25","Medium","Male",1,-15,7,1,"2014-07-16 07:00:01","2014-07-31 11:36:22"
"4751",44,"F","Caucasian","25 - 45","Medium","Male",2,-1,5,0,"2013-12-04 08:57:46","2013-12-11 09:56:41"
"4752",55,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-12-06 11:16:06","2013-12-07 07:45:33"
"4753",27,"M","Hispanic","25 - 45","Low","Male",0,-1,3,0,"2014-06-28 05:35:48","2014-06-29 08:24:23"
"4754",22,"F","Hispanic","Less than 25","Low","Male",1,-1,2,0,"2014-10-15 08:57:37","2014-10-16 08:23:25"
"4755",22,"F","Caucasian","Less than 25","Low","Male",1,-1,3,1,"2013-02-15 11:39:43","2013-02-16 01:26:38"
"4756",23,"F","African-American","Less than 25","Low","Female",1,-6,3,0,"2013-02-27 09:17:36","2013-02-28 07:44:18"
"4757",25,"M","Hispanic","25 - 45","Low","Male",2,-1,2,0,"2014-08-17 11:46:11","2014-08-18 12:33:28"
"4758",57,"F","Caucasian","Greater than 45","Low","Male",9,-1,4,1,"2014-02-11 12:56:17","2014-04-11 03:35:53"
"4759",33,"M","Caucasian","25 - 45","Low","Male",0,-2,3,1,"2013-09-28 05:27:03","2013-09-29 02:36:28"
"4760",32,"F","Caucasian","25 - 45","Low","Male",2,0,1,0,"2013-05-29 04:36:00","2013-05-30 04:49:03"
"4761",47,"F","Caucasian","Greater than 45","Low","Male",3,-1,2,0,"2013-09-08 01:42:14","2013-09-21 04:20:31"
"4762",43,"F","Caucasian","25 - 45","Medium","Female",1,-1,5,0,"2014-12-05 07:30:49","2014-12-10 07:16:42"
"4763",51,"M","Caucasian","Greater than 45","Low","Male",6,11,1,1,"2013-07-08 12:32:59","2013-07-27 02:06:07"
"4764",22,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,"2013-08-08 01:54:57","2013-08-09 08:15:00"
"4765",47,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,"2014-02-19 05:36:32","2014-02-21 04:14:33"
"4766",28,"F","Caucasian","25 - 45","Low","Male",1,-21,1,1,"2014-02-27 01:06:00","2014-02-27 01:18:34"
"4767",28,"F","African-American","25 - 45","High","Male",5,-1,8,0,"2013-08-09 10:07:19","2013-09-13 07:58:19"
"4768",29,"F","Caucasian","25 - 45","Low","Female",0,0,3,0,"2014-10-31 02:10:36","2014-10-31 09:27:52"
"4769",44,"M","Caucasian","25 - 45","Low","Female",1,0,1,1,"2014-06-03 01:15:13","2014-06-09 09:06:56"
"4770",25,"F","African-American","25 - 45","Low","Male",0,0,4,1,"2013-05-08 12:23:25","2013-05-11 04:23:41"
"4771",34,"M","African-American","25 - 45","Low","Male",4,-1,2,0,"2014-02-11 09:02:44","2014-02-12 08:26:32"
"4772",65,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2013-02-22 04:53:05","2013-02-23 04:06:29"
"4773",20,"F","Caucasian","Less than 25","Low","Female",0,0,4,0,"2014-10-20 12:13:14","2014-10-20 01:22:09"
"4774",33,"F","Caucasian","25 - 45","Medium","Male",5,0,6,1,"2013-02-05 02:32:29","2013-06-04 09:05:37"
"4775",23,"M","Caucasian","Less than 25","Low","Female",0,-1,3,0,"2013-03-23 09:45:20","2013-03-24 06:30:07"
"4776",44,"M","Caucasian","25 - 45","Low","Female",0,-2,1,0,"2014-01-25 02:52:12","2014-01-26 02:01:51"
"4777",66,"F","Other","Greater than 45","Low","Male",0,-1,2,0,"2014-11-17 07:51:40","2015-03-22 10:03:00"
"4778",24,"M","African-American","Less than 25","Low","Male",1,-1,3,0,"2013-01-21 11:07:10","2013-01-22 01:58:45"
"4779",51,"M","Caucasian","Greater than 45","Low","Male",1,-1,2,0,"2013-11-30 06:59:05","2013-12-01 12:41:20"
"4780",21,"F","African-American","Less than 25","High","Female",0,-1,8,1,"2013-04-20 11:44:52","2013-04-22 06:49:06"
"4781",39,"F","Caucasian","25 - 45","Medium","Male",6,-1,6,0,"2013-09-16 04:22:28","2013-09-17 01:52:57"
"4782",29,"F","African-American","25 - 45","High","Male",29,-1,8,1,"2014-10-06 07:50:51","2014-10-11 08:37:47"
"4783",24,"F","Caucasian","Less than 25","Medium","Male",1,-5,6,0,"2013-11-28 09:36:08","2013-11-29 01:37:48"
"4784",32,"F","Hispanic","25 - 45","Medium","Male",1,0,5,0,"2014-07-23 11:25:58","2014-07-24 08:49:37"
"4785",23,"F","African-American","Less than 25","Medium","Female",0,-1,5,1,"2013-01-10 05:54:58","2013-01-12 12:41:14"
"4786",31,"F","African-American","25 - 45","High","Male",11,0,10,1,"2014-08-27 12:36:35","2014-08-27 01:58:47"
"4787",35,"M","African-American","25 - 45","Low","Female",0,-1,2,0,"2013-12-22 07:28:40","2013-12-23 01:00:39"
"4788",29,"M","African-American","25 - 45","Low","Female",0,0,2,0,"2014-05-14 03:19:47","2014-05-15 06:17:06"
"4789",30,"F","Other","25 - 45","Low","Male",0,-1,1,0,"2013-12-06 07:43:48","2013-12-07 05:08:06"
"4790",39,"F","African-American","25 - 45","Medium","Female",4,-3,6,0,"2013-08-02 05:56:52","2013-08-05 11:16:27"
"4791",32,"F","Hispanic","25 - 45","Low","Male",0,-2,1,0,"2014-12-17 05:30:46","2014-12-19 11:28:53"
"4792",42,"M","Caucasian","25 - 45","Low","Female",1,0,2,0,"2014-04-30 12:45:19","2014-04-30 08:16:19"
"4793",51,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-10-05 03:53:47","2013-10-06 08:40:20"
"4794",22,"F","Caucasian","Less than 25","Medium","Male",1,-1,7,0,"2013-05-15 10:31:31","2014-01-07 05:52:28"
"4795",31,"M","African-American","25 - 45","High","Male",1,-1,10,0,"2014-05-06 05:24:55","2014-05-22 02:50:23"
"4796",29,"F","Caucasian","25 - 45","Low","Male",2,-24,2,0,"2013-10-15 09:16:10","2013-11-07 08:56:00"
"4797",49,"F","African-American","Greater than 45","Low","Female",2,-1,2,0,"2014-08-11 07:13:25","2014-08-12 09:22:19"
"4798",21,"F","African-American","Less than 25","High","Male",0,-1,9,0,"2014-11-06 09:15:02","2014-11-07 08:37:14"
"4799",32,"F","Caucasian","25 - 45","Low","Male",6,-1,2,1,"2013-02-18 11:11:06","2013-02-21 06:11:47"
"4800",48,"F","African-American","Greater than 45","Low","Male",4,-1,3,0,"2014-04-01 04:22:31","2014-10-10 11:59:27"
"4801",33,"M","Caucasian","25 - 45","Low","Male",3,-16,4,1,"2013-03-03 11:33:17","2013-03-15 06:19:23"
"4802",58,"F","Caucasian","Greater than 45","Low","Male",5,-1,3,1,"2014-03-08 04:26:56","2014-03-09 09:55:00"
"4803",54,"F","Other","Greater than 45","Low","Male",0,-1,1,0,"2013-02-20 08:56:34","2013-03-20 07:19:46"
"4804",28,"F","African-American","25 - 45","Low","Male",1,-1,2,0,"2014-12-23 06:56:35","2014-12-24 08:59:07"
"4805",54,"F","Hispanic","Greater than 45","Low","Male",0,0,1,0,"2014-10-05 02:00:57","2014-12-05 04:29:26"
"4806",33,"F","African-American","25 - 45","High","Male",2,-1,9,1,"2013-05-08 01:33:45","2013-06-05 09:48:02"
"4807",48,"F","African-American","Greater than 45","Low","Male",10,0,4,0,"2013-10-01 05:10:48","2014-03-25 08:17:12"
"4808",34,"F","Other","25 - 45","Medium","Male",4,-1,5,0,"2014-10-08 08:09:15","2014-10-10 04:23:29"
"4809",23,"M","African-American","Less than 25","High","Male",0,-1,8,0,"2013-11-23 05:23:08","2013-11-26 09:28:08"
"4810",23,"F","African-American","Less than 25","Medium","Male",2,-16,6,0,"2014-10-03 05:49:12","2014-10-04 07:31:32"
"4811",23,"F","Caucasian","Less than 25","Medium","Male",2,-1,7,1,"2013-09-18 08:45:23","2013-10-03 12:14:36"
"4812",47,"M","Asian","Greater than 45","Low","Male",1,0,1,0,"2013-10-13 02:20:11","2013-10-14 07:54:28"
"4813",21,"F","Other","Less than 25","Low","Male",0,-1,4,0,"2013-05-01 07:59:10","2013-05-03 09:30:47"
"4814",62,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2014-06-28 04:25:38","2014-06-29 01:39:24"
"4815",52,"M","Other","Greater than 45","Low","Male",2,-1,2,0,"2014-06-01 04:58:45","2014-06-02 01:34:33"
"4816",29,"M","African-American","25 - 45","High","Male",0,-1,9,1,"2014-09-14 10:42:07","2014-09-16 03:12:53"
"4817",48,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,"2014-02-24 10:00:14","2014-02-25 09:19:31"
"4818",37,"M","Caucasian","25 - 45","Low","Male",4,-1,4,1,"2013-02-07 09:43:49","2013-05-01 06:20:56"
"4819",50,"F","Caucasian","Greater than 45","Low","Male",3,-1,3,0,"2013-03-27 09:19:27","2013-04-10 10:26:19"
"4820",19,"F","African-American","Less than 25","High","Male",3,-1,8,1,"2014-11-08 05:43:24","2014-11-10 05:01:01"
"4821",49,"F","African-American","Greater than 45","Low","Male",13,-1,3,0,"2013-01-31 08:34:57","2013-02-01 01:50:18"
"4822",58,"F","Caucasian","Greater than 45","Medium","Male",2,-1,5,0,"2014-02-20 07:21:42","2014-02-25 08:15:11"
"4823",31,"F","African-American","25 - 45","High","Male",6,0,8,0,"2013-10-11 04:20:25","2013-10-11 08:02:17"
"4824",23,"M","African-American","Less than 25","Medium","Male",1,-1,7,0,"2013-11-12 01:26:14","2013-11-13 01:00:19"
"4825",30,"F","African-American","25 - 45","High","Male",23,-1,9,0,"2014-11-20 04:46:38","2014-11-21 03:30:29"
"4826",48,"M","Asian","Greater than 45","Low","Male",0,-1,1,0,"2014-10-11 08:50:03","2014-10-12 01:15:28"
"4827",23,"F","African-American","Less than 25","Low","Female",0,0,3,1,"2014-05-08 03:24:01","2014-05-09 02:12:07"
"4828",31,"F","Caucasian","25 - 45","High","Male",17,-1,8,1,"2014-10-14 05:29:34","2014-10-15 08:39:11"
"4829",33,"F","Other","25 - 45","Low","Male",0,-1,1,1,"2013-01-02 10:07:28","2013-03-27 01:38:36"
"4830",50,"M","Caucasian","Greater than 45","Medium","Female",5,-12,6,0,"2014-04-05 03:48:25","2014-04-06 02:18:31"
"4831",25,"F","African-American","25 - 45","High","Male",5,-1,9,0,"2013-05-03 03:53:11","2015-03-12 06:31:58"
"4832",57,"F","Caucasian","Greater than 45","Low","Male",6,-23,2,0,"2013-09-02 03:00:19","2013-09-03 07:50:44"
"4833",31,"M","Caucasian","25 - 45","Low","Female",0,-3,2,0,"2013-12-13 09:11:19","2013-12-14 03:44:07"
"4834",57,"F","African-American","Greater than 45","Medium","Male",19,-1,6,0,"2013-05-18 08:31:01","2013-05-21 12:47:29"
"4835",57,"M","Caucasian","Greater than 45","Medium","Male",12,0,5,0,"2013-11-11 02:40:13","2013-11-14 09:18:15"
"4836",29,"M","African-American","25 - 45","Medium","Male",6,-1,7,1,"2014-07-16 09:21:50","2014-07-17 08:04:10"
"4837",24,"M","Caucasian","Less than 25","Low","Male",2,-1,3,0,"2014-09-09 07:28:24","2014-09-10 01:27:00"
"4838",26,"F","African-American","25 - 45","High","Male",7,-1,8,0,"2013-03-19 05:59:10","2014-02-27 06:31:24"
"4839",30,"M","African-American","25 - 45","Low","Male",0,0,1,1,"2013-05-10 02:26:42","2013-05-10 08:16:26"
"4840",45,"F","African-American","Greater than 45","Low","Male",11,-1,3,0,"2013-12-14 09:06:52","2013-12-15 08:50:15"
"4841",27,"F","Other","25 - 45","Low","Male",1,-1,2,0,"2014-11-15 01:45:15","2014-11-16 01:42:43"
"4842",42,"F","Caucasian","25 - 45","Medium","Male",0,0,5,0,"2013-12-15 06:01:30","2013-12-15 08:40:14"
"4843",48,"F","Other","Greater than 45","Low","Male",7,-1,2,0,"2013-05-14 06:11:09","2013-05-15 02:02:18"
"4844",29,"F","African-American","25 - 45","High","Male",12,0,8,1,"2013-05-04 03:56:55","2013-05-16 09:19:37"
